age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
48,50809,26362,60,55,3257,early,0,M,Nyeri,1
44,43328,48842,14,127,6182,on-time,1,M,Eldoret,1
22,41784,47539,14,141,5963,late,0,M,Kisumu,1
42,28723,34717,60,58,9726,on-time,0,M,Mombasa,1
20,65646,24016,7,85,1056,on-time,1,M,Kisumu,0
50,71255,15732,7,141,3958,on-time,1,F,Eldoret,0
21,5074,27911,60,13,4908,on-time,1,M,Eldoret,1
42,31498,18866,14,105,6238,on-time,0,M,Nyeri,1
37,70522,43607,14,43,8532,early,1,F,Mombasa,1
51,25541,28621,7,140,7984,on-time,1,M,Nairobi,1
43,50929,13823,30,114,7141,late,0,F,Kisumu,1
22,31028,30986,7,70,2055,on-time,1,M,Mombasa,1
52,34545,15690,30,14,5091,on-time,1,M,Nairobi,1
45,84569,40107,14,121,4165,on-time,1,F,Mombasa,0
46,36673,11956,14,87,2903,on-time,1,M,Kisumu,0
26,35974,22303,60,143,1124,late,1,M,Kisumu,1
55,63899,37533,14,138,8892,on-time,1,M,Nyeri,1
23,28097,30674,30,74,2429,on-time,1,F,Eldoret,1
36,98144,36595,7,43,2798,early,1,F,Eldoret,0
28,69824,3058,60,17,4794,on-time,1,F,Eldoret,0
19,28525,12519,30,63,3126,on-time,0,F,Nyeri,0
26,62804,32115,7,71,7947,on-time,1,F,Eldoret,1
38,20043,1730,7,45,9434,on-time,0,M,Mombasa,0
41,46846,2832,7,39,1111,on-time,1,M,Eldoret,0
51,82261,42368,14,85,7143,on-time,1,F,Eldoret,1
39,55227,23889,7,38,5724,on-time,1,F,Kisumu,0
20,58028,49386,14,80,9395,late,1,M,Nyeri,1
29,42383,40938,7,74,9938,late,1,F,Nyeri,1
45,34483,5179,7,15,1800,on-time,1,M,Eldoret,1
47,12265,7299,14,116,318,on-time,1,F,Nairobi,1
43,27763,8830,14,31,8178,on-time,0,F,Kisumu,0
38,80652,45207,30,52,9018,early,0,M,Eldoret,1
45,20733,38570,7,28,7252,on-time,1,M,Nairobi,1
43,96038,23441,14,22,5926,on-time,1,F,Mombasa,1
50,42420,7615,30,31,5685,early,0,F,Kisumu,0
38,14247,7762,30,58,8158,on-time,0,M,Nyeri,1
52,28840,39311,14,59,911,late,0,M,Nairobi,1
51,70149,25709,7,124,5556,late,0,F,Eldoret,1
58,26058,38651,30,25,7777,on-time,0,M,Nairobi,1
35,39929,24434,7,119,5009,on-time,0,F,Nyeri,1
28,89171,22343,7,124,4809,early,0,F,Mombasa,0
40,96164,16739,30,62,4621,on-time,1,F,Nairobi,0
39,36362,1666,14,58,9875,late,0,F,Eldoret,1
34,91489,34044,7,7,4137,late,1,F,Nairobi,1
22,89664,28883,60,133,9174,on-time,1,F,Mombasa,1
28,52356,15063,14,10,8111,early,0,F,Nairobi,0
47,82597,34649,30,23,531,on-time,0,M,Mombasa,0
32,11041,35828,60,90,8275,on-time,1,M,Mombasa,1
44,83209,48445,7,119,9239,late,0,F,Kisumu,1
52,66954,40470,14,127,9959,early,1,M,Kisumu,1
50,66869,10429,60,140,6648,on-time,1,F,Eldoret,0
37,26059,49621,14,77,2639,early,1,F,Eldoret,1
33,49722,33926,7,51,490,on-time,1,M,Eldoret,1
51,22548,49764,14,89,182,on-time,1,M,Mombasa,1
19,20078,38997,60,32,1102,on-time,1,F,Mombasa,1
52,10419,41724,14,50,8772,on-time,1,M,Kisumu,1
57,40490,33269,30,136,9068,on-time,1,F,Mombasa,1
45,81086,32704,30,124,7496,early,1,M,Kisumu,1
56,63760,29391,60,140,9540,on-time,0,F,Nairobi,0
23,35337,25187,14,120,9428,late,0,F,Eldoret,1
26,6468,46334,60,65,3356,on-time,0,F,Eldoret,1
37,29309,3526,14,21,9827,early,1,M,Nyeri,0
18,71344,25686,7,38,3344,on-time,0,F,Kisumu,0
25,95283,8803,30,24,6107,on-time,0,F,Nyeri,0
40,77255,33668,7,47,622,on-time,1,M,Eldoret,0
20,86899,7574,14,14,1794,on-time,0,M,Nyeri,0
21,33718,9733,7,98,2352,late,1,F,Nairobi,1
42,99337,8257,60,119,4937,on-time,1,M,Nyeri,0
55,42841,37051,60,131,7426,early,1,F,Nairobi,1
32,78548,16909,14,114,8569,on-time,1,F,Eldoret,0
38,88565,25146,30,111,247,late,1,F,Mombasa,1
52,51660,12802,60,109,8248,late,1,M,Kisumu,1
31,55281,8896,30,75,3720,on-time,0,M,Nyeri,0
53,5767,29133,14,88,9231,on-time,1,M,Nairobi,1
29,8895,14526,30,7,3809,late,0,F,Eldoret,1
34,63026,12278,14,50,4437,on-time,1,F,Eldoret,1
56,47968,47010,7,30,5194,on-time,1,F,Mombasa,1
26,45097,26551,14,142,9515,early,0,M,Eldoret,1
52,20332,26298,7,12,7572,on-time,1,M,Eldoret,1
30,19621,36338,14,59,3463,early,1,F,Mombasa,1
32,81870,23191,60,95,3123,early,0,M,Eldoret,0
35,23174,34092,60,142,1917,on-time,0,M,Nairobi,1
50,45502,24871,30,118,783,on-time,1,M,Nyeri,1
23,41674,10721,14,83,5607,on-time,1,M,Nyeri,0
44,42260,39413,14,105,6831,on-time,1,F,Nairobi,1
40,47498,31279,14,90,9524,early,1,F,Nyeri,1
44,72609,15404,30,49,8908,early,1,F,Eldoret,0
51,54464,5486,60,54,3010,early,1,M,Nyeri,1
55,76805,36198,14,68,2117,on-time,0,M,Nyeri,0
31,69919,29687,30,99,4323,on-time,1,M,Eldoret,0
53,59469,14156,14,6,2284,on-time,1,F,Nyeri,0
25,22194,1567,7,99,1457,on-time,1,M,Eldoret,1
52,31811,3179,14,66,6791,on-time,1,F,Mombasa,1
36,77377,3019,7,146,6631,on-time,0,F,Mombasa,0
47,48723,16919,30,78,4766,late,1,F,Nyeri,1
31,80235,20703,30,104,7497,on-time,0,M,Mombasa,0
37,81298,19704,60,115,2568,late,0,F,Nyeri,1
42,64238,19030,14,108,7391,on-time,1,F,Mombasa,1
57,7147,4909,30,19,7355,late,0,M,Nyeri,1
41,43445,9015,60,18,4020,on-time,0,F,Kisumu,0
31,58803,4420,14,31,4336,on-time,1,M,Nairobi,0
43,66108,48653,30,89,2039,on-time,1,F,Mombasa,1
55,7013,17740,7,13,3956,late,1,M,Eldoret,1
40,90617,41253,30,24,150,on-time,1,F,Nairobi,0
39,87410,31328,7,83,7230,late,1,F,Nyeri,1
36,58502,20465,60,61,1460,on-time,1,F,Nairobi,0
20,42755,5131,60,148,6905,on-time,1,M,Eldoret,0
59,13733,11652,14,104,8657,late,0,M,Eldoret,1
36,14479,22507,14,79,6130,late,1,M,Nyeri,1
26,80361,48147,14,140,3145,on-time,0,F,Mombasa,1
45,26304,48671,60,71,357,on-time,1,M,Mombasa,1
37,40694,49681,7,23,144,on-time,1,M,Kisumu,1
24,86171,24806,14,109,8560,on-time,1,M,Eldoret,0
31,91296,20171,14,15,1434,early,1,M,Kisumu,1
26,14490,21593,60,55,771,early,1,F,Eldoret,1
36,26252,10470,7,130,7100,on-time,1,F,Kisumu,0
31,11862,45308,30,84,3738,late,0,F,Mombasa,1
55,74959,22326,14,58,6185,early,1,F,Eldoret,1
53,15450,5597,30,21,334,on-time,0,F,Mombasa,0
57,61022,38304,30,28,6934,on-time,1,F,Nairobi,1
34,66991,31788,14,149,3307,late,0,M,Mombasa,1
47,45927,43725,60,52,5664,early,0,F,Eldoret,1
26,93090,37930,14,88,2500,on-time,0,M,Nairobi,0
50,54853,34071,7,11,9709,late,1,F,Kisumu,1
42,36826,6067,7,146,5189,on-time,1,M,Nyeri,1
31,47879,6024,14,15,7651,on-time,0,F,Eldoret,0
28,62265,8715,30,16,5105,late,1,F,Nyeri,1
52,77361,32770,7,114,7590,early,1,F,Nyeri,0
58,82990,12226,7,137,7840,late,1,F,Nairobi,1
31,94787,36399,14,137,8731,late,1,M,Kisumu,1
47,91184,14412,14,132,5282,early,1,M,Mombasa,0
58,45736,48805,60,58,750,on-time,0,F,Nairobi,1
21,29530,45415,14,59,133,on-time,0,F,Kisumu,1
21,83052,13569,14,83,3132,late,1,M,Mombasa,1
45,52058,3369,7,94,7744,early,0,F,Mombasa,0
25,79094,45427,7,101,1210,on-time,1,F,Kisumu,1
19,79255,33021,7,131,8753,on-time,0,M,Mombasa,0
58,9886,1528,30,34,8613,late,0,M,Eldoret,1
39,98721,44270,7,28,4610,on-time,0,M,Eldoret,0
58,42387,31314,7,135,1974,on-time,1,M,Nairobi,1
33,26575,38443,14,126,3139,on-time,1,F,Mombasa,1
46,44643,19047,60,104,1356,late,0,F,Mombasa,1
47,15100,20748,7,75,3340,on-time,1,F,Kisumu,1
29,65356,36109,60,18,4363,on-time,1,F,Eldoret,1
52,12856,14919,7,52,5369,early,1,M,Nyeri,1
28,43169,48498,7,33,7817,on-time,0,F,Nairobi,1
38,33804,16256,60,54,1509,on-time,0,F,Eldoret,0
38,40790,5905,14,142,1932,on-time,1,M,Kisumu,0
22,35988,49307,7,31,2124,on-time,1,F,Nairobi,1
37,81448,49023,60,83,5836,on-time,1,M,Nyeri,1
54,43506,9884,7,100,5093,late,1,M,Nairobi,1
20,92904,29906,30,141,7734,early,0,M,Eldoret,0
50,72306,42911,30,75,5057,early,1,M,Nyeri,1
26,17305,6950,30,84,3313,late,1,M,Kisumu,1
26,14969,2360,30,85,6308,late,0,F,Nairobi,1
21,17404,38895,14,91,9744,on-time,1,F,Eldoret,1
52,13989,22946,30,12,6553,late,1,F,Kisumu,1
34,70305,48020,60,6,2853,on-time,1,M,Nyeri,1
51,40983,9730,7,127,7428,late,0,M,Nairobi,1
41,44462,23161,60,125,405,on-time,0,F,Mombasa,1
49,24360,28738,30,100,1484,on-time,1,M,Eldoret,1
18,90657,4925,14,97,3467,on-time,1,M,Eldoret,0
25,31287,9463,30,7,1674,late,0,M,Mombasa,1
40,70472,18412,30,140,972,on-time,0,F,Kisumu,0
57,66313,23402,14,6,8460,late,1,M,Eldoret,1
29,39160,35010,14,119,5678,on-time,1,M,Kisumu,1
29,11789,26717,14,53,9895,on-time,0,M,Nyeri,1
32,32181,42552,14,105,1130,on-time,1,F,Mombasa,1
58,19385,10797,14,33,7864,on-time,0,M,Kisumu,1
36,87597,21594,14,149,6831,on-time,1,F,Nyeri,1
43,70641,7406,7,78,7005,early,1,M,Nairobi,1
46,49247,14965,30,109,4542,late,0,M,Eldoret,1
39,91673,14733,30,10,3767,on-time,1,F,Mombasa,0
57,10544,27926,14,66,1376,late,0,F,Nairobi,1
38,18275,29783,60,35,6653,on-time,0,F,Nairobi,1
55,68248,18824,14,123,642,on-time,1,M,Nairobi,0
37,39550,37394,7,16,8646,on-time,1,F,Kisumu,1
46,58693,43842,60,16,4908,late,1,F,Eldoret,1
21,24641,29287,7,148,7831,on-time,0,F,Mombasa,1
24,76749,17568,60,29,683,late,1,M,Eldoret,1
45,85021,31436,60,95,610,on-time,0,F,Eldoret,0
45,20605,22380,14,92,6776,late,0,M,Eldoret,1
21,55713,25796,7,80,6771,late,1,M,Nyeri,1
39,25390,9031,60,22,9238,on-time,1,M,Nyeri,0
29,80403,22947,7,49,7795,on-time,1,F,Nyeri,1
20,63466,4188,14,115,3573,on-time,1,F,Nyeri,0
39,8981,26669,14,84,1298,late,0,F,Eldoret,1
19,14493,36713,14,72,4095,on-time,1,F,Eldoret,1
41,76218,32813,14,144,4635,on-time,0,M,Mombasa,0
51,76318,7765,30,22,5971,on-time,0,F,Mombasa,0
44,21984,24171,60,58,3403,on-time,1,F,Mombasa,1
58,27760,11807,30,116,2547,on-time,1,M,Mombasa,0
18,96529,11204,14,101,9508,early,1,F,Mombasa,0
25,6524,28066,60,31,7839,on-time,1,M,Nyeri,1
40,54402,43120,60,82,6944,late,1,M,Eldoret,1
55,96656,38367,7,92,1390,late,1,F,Mombasa,1
23,70614,23658,14,58,5934,early,1,M,Kisumu,0
39,40891,38081,30,91,7649,late,0,M,Mombasa,1
42,96009,35986,7,9,6787,early,0,M,Mombasa,0
35,44832,14786,60,127,8793,on-time,0,F,Eldoret,0
34,50836,30283,30,58,7528,early,1,F,Nyeri,1
29,78953,1056,14,43,486,late,1,F,Nairobi,1
23,18362,46301,30,113,8703,late,1,M,Eldoret,1
43,71745,33911,30,136,2106,on-time,0,F,Nyeri,0
44,42921,40986,30,78,5313,on-time,0,F,Kisumu,1
25,75434,9559,7,69,2247,on-time,1,M,Nairobi,0
36,23562,27058,60,41,3968,on-time,0,F,Nyeri,1
59,69510,23745,30,71,9630,on-time,1,F,Nyeri,0
18,81407,1615,60,115,6137,on-time,0,M,Eldoret,0
46,12610,9062,7,129,6737,on-time,1,F,Nyeri,1
52,97918,29214,14,91,452,on-time,1,M,Mombasa,0
57,20791,45288,14,51,5064,early,1,F,Nyeri,1
31,63047,39745,30,17,3288,on-time,1,F,Nairobi,1
52,72906,45187,7,48,1402,on-time,1,F,Nyeri,1
37,24665,43548,14,129,7849,late,1,M,Kisumu,1
30,75246,11681,7,123,946,early,1,F,Mombasa,1
55,70864,7984,7,135,7621,on-time,1,F,Nairobi,0
25,51451,28579,30,130,8817,on-time,0,M,Nairobi,1
37,91148,26274,30,142,2624,on-time,1,F,Eldoret,1
50,50890,38739,7,53,1978,on-time,1,M,Eldoret,1
43,11794,28399,7,128,4205,early,1,F,Mombasa,1
56,37888,32481,30,82,3730,on-time,0,F,Nairobi,1
38,11749,1944,7,134,7770,on-time,0,F,Kisumu,0
59,51531,29457,30,107,6767,on-time,1,F,Nyeri,1
58,25608,10114,60,109,2919,late,1,F,Nyeri,1
26,85986,40846,7,124,6079,on-time,1,F,Nyeri,0
41,74211,19130,30,35,8177,on-time,0,M,Eldoret,0
54,88996,13312,7,72,9350,on-time,0,F,Nairobi,0
58,61017,33596,30,41,2589,on-time,0,M,Nairobi,1
34,62676,39551,7,28,5788,late,1,F,Kisumu,1
41,16560,10751,14,48,3364,on-time,0,M,Eldoret,1
38,59401,7907,14,87,6123,on-time,1,M,Kisumu,0
56,55468,29114,7,45,2393,on-time,0,M,Nairobi,1
58,37463,26009,14,46,774,late,1,F,Nyeri,1
56,36663,20310,7,112,6357,early,1,F,Eldoret,1
30,73706,36725,7,44,1111,on-time,1,M,Eldoret,1
28,63773,19996,60,52,9085,on-time,1,M,Eldoret,0
36,38123,7047,60,117,332,late,1,M,Nyeri,1
28,99346,40017,14,88,3127,early,1,M,Eldoret,0
30,14718,29767,60,8,3709,on-time,1,M,Mombasa,1
18,67637,17347,60,112,2273,on-time,0,M,Eldoret,0
57,5028,37527,7,64,3484,on-time,0,F,Nyeri,1
36,67370,25102,30,118,2428,late,1,F,Eldoret,1
29,52599,5263,7,9,897,on-time,1,M,Mombasa,0
25,22397,44049,60,110,7221,on-time,1,F,Mombasa,1
25,50406,2902,7,10,3784,late,1,M,Eldoret,1
29,52657,31823,14,18,4587,on-time,0,M,Nairobi,1
50,72560,31540,30,130,7790,on-time,1,F,Nairobi,0
43,18503,36335,60,144,2689,on-time,1,M,Kisumu,1
56,59943,11190,60,66,4801,on-time,1,F,Mombasa,1
45,80839,41843,7,31,8800,on-time,1,M,Nairobi,1
22,87674,28690,7,58,7767,on-time,1,M,Kisumu,1
25,30345,3994,7,94,6514,on-time,0,F,Nairobi,0
42,55390,38997,7,16,1563,on-time,1,F,Eldoret,1
44,64557,3010,60,140,3210,late,1,F,Mombasa,1
40,70054,8377,7,78,1147,late,1,M,Nairobi,1
47,6906,14036,60,148,4971,on-time,1,F,Eldoret,1
40,45167,27467,7,30,5389,late,1,M,Kisumu,1
37,12961,1048,30,140,4535,early,1,M,Eldoret,0
35,31140,37978,30,49,8460,late,1,F,Kisumu,1
35,63701,48606,7,88,1661,on-time,1,M,Nairobi,1
19,82567,17038,7,149,7959,on-time,0,F,Nyeri,0
21,85664,33576,14,107,6905,on-time,1,F,Eldoret,1
47,86199,8878,30,128,7912,early,1,M,Nyeri,1
50,86218,28609,60,127,6386,early,0,M,Mombasa,0
53,85729,49115,30,120,7943,on-time,1,F,Nyeri,1
35,33561,25070,60,18,674,late,0,F,Mombasa,1
54,55568,41647,7,21,4116,on-time,0,M,Nairobi,1
36,78302,22996,30,17,7327,on-time,1,F,Nairobi,0
45,99968,19161,30,97,4124,late,0,M,Eldoret,1
57,34504,47022,14,67,8822,on-time,1,M,Nyeri,1
37,42146,41148,14,37,1090,late,1,F,Mombasa,1
50,45297,3228,30,33,2220,on-time,0,M,Mombasa,0
29,91394,27365,30,41,5064,on-time,1,F,Nyeri,1
32,73607,26188,30,107,2541,on-time,0,F,Nairobi,0
58,21939,43582,60,28,5977,late,1,M,Nairobi,1
56,95467,9888,7,146,2620,early,1,M,Mombasa,0
19,55715,24130,14,137,4508,early,1,M,Eldoret,0
46,49460,40159,7,129,9753,on-time,1,F,Nairobi,1
58,71576,43197,14,57,1051,late,1,F,Kisumu,1
27,73222,19790,14,92,1064,early,1,F,Mombasa,0
19,17666,25824,14,102,2234,on-time,0,F,Nyeri,1
28,67119,34405,30,118,4554,on-time,1,F,Nyeri,1
30,40321,25474,14,99,8986,on-time,1,F,Mombasa,1
27,6779,18333,7,124,2344,on-time,1,M,Mombasa,1
31,18186,43864,14,77,2903,on-time,1,M,Nairobi,1
35,21459,37355,7,110,4011,on-time,1,M,Mombasa,1
26,91246,34879,14,30,1508,on-time,1,F,Mombasa,1
56,92755,9367,14,22,5337,early,0,M,Kisumu,0
45,10057,1722,30,140,4693,on-time,0,F,Nyeri,0
20,65663,32145,7,62,8151,on-time,0,M,Nairobi,0
37,23733,38634,14,97,8753,on-time,0,M,Eldoret,1
23,24157,11139,14,53,7763,on-time,0,M,Nairobi,0
44,40030,3128,7,75,9909,late,0,M,Nyeri,1
19,24613,42886,14,69,7213,on-time,0,F,Eldoret,1
46,88028,21617,60,37,8242,on-time,1,F,Mombasa,1
55,91282,29080,30,54,6477,early,0,M,Kisumu,0
20,10188,36285,7,8,8708,on-time,0,M,Kisumu,1
33,34680,18533,30,123,5701,on-time,1,F,Nyeri,1
47,65119,33624,60,88,1488,on-time,1,F,Nyeri,1
57,79400,47996,60,121,6396,on-time,0,M,Kisumu,1
19,60718,47947,60,106,4467,late,0,M,Eldoret,1
34,41445,28956,7,135,4078,late,0,M,Eldoret,1
58,10796,43443,60,10,4590,early,0,M,Nairobi,1
29,52218,34077,7,27,952,on-time,0,M,Mombasa,1
52,44131,4952,7,139,6477,early,1,M,Eldoret,0
18,13123,47639,14,124,6601,on-time,1,F,Mombasa,1
32,13222,43460,7,65,8214,on-time,1,F,Nyeri,1
43,29074,23796,60,104,8528,on-time,1,F,Eldoret,1
54,34825,32746,7,69,1156,on-time,0,F,Eldoret,1
38,41839,22249,7,138,2360,late,1,M,Eldoret,1
48,73322,1015,30,28,9317,on-time,1,F,Nairobi,0
42,61321,26957,60,41,1008,on-time,1,F,Nyeri,1
40,30988,17005,7,49,549,on-time,1,F,Kisumu,1
41,40507,22292,14,104,668,on-time,0,M,Nairobi,1
55,28806,32876,7,106,3598,early,1,M,Nairobi,1
45,41901,48046,7,67,5970,on-time,1,M,Eldoret,1
38,22043,15817,30,33,1408,on-time,0,F,Nairobi,1
35,80761,26470,60,105,817,on-time,0,F,Kisumu,0
53,14752,10759,60,113,9261,early,0,M,Nairobi,1
52,73993,49432,14,100,3445,early,1,M,Nairobi,1
26,47616,7412,14,14,7314,on-time,0,F,Eldoret,0
55,57127,21504,14,39,7782,on-time,0,M,Nyeri,0
47,79777,43964,7,59,2818,on-time,1,M,Kisumu,1
51,5453,9507,7,100,9195,on-time,0,F,Eldoret,1
49,80432,22050,14,127,9742,on-time,0,F,Nairobi,0
20,92362,5820,60,16,1555,on-time,1,F,Kisumu,0
20,15976,8835,60,8,7397,on-time,1,M,Mombasa,1
45,75404,28631,14,110,7135,on-time,0,F,Nairobi,0
32,86932,35617,30,94,4330,late,0,F,Nyeri,1
58,82707,14587,60,71,631,on-time,1,M,Nairobi,0
40,94647,35721,60,149,2367,late,1,M,Nyeri,1
57,38688,46499,14,69,432,on-time,1,M,Mombasa,1
28,91840,7840,60,86,5349,late,0,F,Eldoret,1
49,98789,38834,7,109,7299,late,1,F,Eldoret,1
53,7017,32440,7,88,5821,early,1,M,Eldoret,1
50,12957,36183,60,109,9613,early,1,F,Kisumu,1
41,9792,31636,7,119,8112,on-time,1,F,Nyeri,1
56,60982,3389,30,32,8028,on-time,1,F,Nairobi,1
51,18237,49979,60,20,6600,late,0,F,Kisumu,1
45,56586,1763,14,25,500,early,0,M,Kisumu,0
54,86787,24925,7,81,7139,late,1,F,Nairobi,1
24,24252,27549,30,46,4091,early,0,F,Mombasa,1
21,15707,40023,30,58,9770,on-time,1,F,Eldoret,1
54,39206,40941,7,36,1157,late,0,M,Mombasa,1
18,99276,24457,30,118,8033,early,1,F,Mombasa,0
18,8543,22423,60,42,3093,on-time,0,F,Eldoret,1
37,49135,11518,30,118,8333,early,1,F,Mombasa,0
36,40031,44020,7,114,126,late,1,M,Kisumu,1
46,47929,33360,30,107,3633,on-time,0,F,Nairobi,1
27,70747,46215,7,81,2718,late,0,M,Kisumu,1
35,62851,48857,7,144,9462,on-time,1,F,Kisumu,1
45,60311,29173,30,57,6739,on-time,0,M,Nyeri,0
52,70867,10395,7,125,6729,early,0,M,Eldoret,0
48,93780,45835,7,7,7727,on-time,0,F,Eldoret,0
44,62196,20207,14,58,7142,on-time,1,F,Kisumu,0
28,78705,39055,60,44,9002,on-time,0,M,Eldoret,0
55,62894,47229,7,72,2118,on-time,1,M,Nyeri,1
22,92640,27639,60,118,4978,early,1,F,Nairobi,0
25,19591,47170,14,134,2998,on-time,1,F,Mombasa,1
51,53893,29924,14,46,6175,on-time,0,F,Eldoret,1
29,5727,8433,14,98,2147,early,1,F,Kisumu,1
55,26359,31104,14,105,5302,early,1,F,Eldoret,1
18,48822,45052,60,128,1658,early,1,F,Kisumu,1
48,93534,38594,30,6,1822,late,1,F,Mombasa,1
21,15929,4664,30,95,4152,on-time,0,M,Eldoret,0
22,65091,11528,60,63,1751,late,1,M,Mombasa,1
47,85378,29190,7,102,5322,on-time,1,F,Kisumu,0
41,28519,1497,60,20,1878,on-time,1,F,Nyeri,0
20,22393,8641,7,20,783,early,0,F,Nyeri,0
28,39318,5643,7,112,9571,on-time,1,M,Nairobi,1
21,79531,6056,30,27,2110,on-time,0,M,Kisumu,0
43,99192,33899,14,46,9507,early,0,F,Kisumu,0
44,52934,6443,30,41,2682,late,1,F,Kisumu,1
44,86103,18241,30,76,8605,on-time,1,M,Nyeri,1
59,33840,47211,60,138,7543,on-time,1,M,Nyeri,1
23,94367,9712,60,120,5592,on-time,1,M,Nyeri,1
32,18265,9221,7,10,543,on-time,0,F,Eldoret,1
47,10424,32346,60,36,1771,on-time,1,F,Eldoret,1
59,25625,16660,7,149,3366,on-time,0,M,Nyeri,1
54,84622,39915,7,42,7525,early,1,F,Mombasa,1
54,34187,12588,14,149,6009,early,0,F,Eldoret,0
59,40929,38372,14,41,7114,on-time,0,F,Eldoret,1
54,66892,43220,30,65,5579,on-time,1,M,Eldoret,1
52,25539,18942,14,81,7919,on-time,0,M,Eldoret,1
40,61630,37373,7,131,5241,on-time,1,M,Nairobi,1
23,95639,47052,60,90,815,on-time,0,F,Eldoret,0
21,98410,2607,14,11,991,on-time,0,F,Mombasa,0
35,14215,45477,14,89,3907,late,1,M,Nairobi,1
26,44385,3016,14,10,600,early,1,F,Eldoret,0
46,92580,4574,14,146,2740,on-time,1,M,Kisumu,1
30,82462,47309,7,148,9645,late,1,F,Nairobi,1
34,30008,8274,7,7,8994,on-time,1,F,Eldoret,0
49,53928,43703,30,141,2433,on-time,1,F,Mombasa,1
39,88096,16748,60,51,2294,early,1,F,Nyeri,1
21,94876,21175,30,89,7037,late,1,F,Eldoret,1
22,29976,40174,30,98,8675,on-time,1,M,Kisumu,1
54,32626,12826,14,27,9177,on-time,1,M,Mombasa,0
58,64789,18472,60,7,1691,early,1,F,Nairobi,0
30,9700,35129,14,133,5159,early,0,M,Mombasa,1
51,68645,5473,7,71,4498,on-time,0,F,Eldoret,0
39,78396,24490,30,75,4540,on-time,0,F,Kisumu,0
40,12526,41087,60,135,1883,late,0,F,Mombasa,1
20,44500,42435,7,71,5485,late,0,M,Mombasa,1
59,73049,10481,30,59,4217,on-time,1,F,Nyeri,0
51,78366,9520,60,136,7082,early,0,F,Nyeri,0
49,85317,27415,30,35,2683,on-time,1,M,Eldoret,0
38,64117,18570,60,70,8554,on-time,1,F,Nairobi,0
38,61096,20798,30,105,2530,early,0,M,Nairobi,0
28,12910,4536,14,68,5769,on-time,0,M,Kisumu,0
56,86383,2773,30,35,7160,early,0,M,Eldoret,0
21,76185,30894,30,121,8683,on-time,1,M,Nairobi,0
18,55248,44023,60,70,3036,late,1,M,Mombasa,1
45,79656,36326,60,51,8831,on-time,1,M,Eldoret,1
41,6951,6079,14,26,9407,late,0,M,Mombasa,1
52,70212,26838,60,98,6809,on-time,1,F,Kisumu,0
30,80701,22804,30,87,9175,on-time,1,F,Eldoret,0
51,84888,48109,60,50,4423,on-time,0,F,Kisumu,1
28,80282,20675,60,93,6716,on-time,1,F,Nyeri,0
53,99533,26594,60,123,2519,late,1,F,Kisumu,1
34,46954,43749,14,50,1499,on-time,0,F,Nyeri,1
52,94719,37292,14,5,9868,on-time,1,F,Eldoret,0
35,13804,9998,7,100,2184,on-time,0,F,Mombasa,1
57,97705,14697,14,65,7904,early,0,M,Mombasa,0
39,5595,47374,14,109,7087,late,0,F,Mombasa,1
41,34592,14429,14,85,5256,early,0,F,Kisumu,0
36,45643,49807,30,18,5409,late,0,M,Eldoret,1
54,67665,8140,7,49,1635,on-time,1,M,Eldoret,0
56,25823,42553,30,81,4853,on-time,1,M,Nyeri,1
38,10972,15901,14,70,8381,on-time,1,F,Eldoret,1
25,20882,24279,14,36,7148,late,1,M,Mombasa,1
45,71394,29525,7,100,4290,late,1,M,Eldoret,1
22,76055,21491,7,62,1754,late,0,M,Nyeri,1
34,28769,4280,60,108,7653,on-time,0,M,Eldoret,0
54,30020,35980,14,60,7552,early,1,F,Eldoret,1
53,47748,48981,14,138,8657,on-time,1,M,Mombasa,1
36,90374,30989,30,71,4060,on-time,0,F,Eldoret,0
44,49912,9078,60,122,6934,on-time,1,M,Kisumu,0
51,17879,27118,14,42,5191,on-time,0,M,Nyeri,1
28,38798,24985,30,135,618,on-time,1,M,Nyeri,1
29,94826,49704,7,116,3810,on-time,1,F,Nyeri,1
38,51073,17997,30,137,929,late,1,M,Eldoret,1
28,80791,15274,14,58,6727,late,1,F,Kisumu,1
56,71983,1868,30,38,8562,on-time,1,M,Nyeri,0
45,48005,27398,30,43,8088,on-time,0,F,Nairobi,1
22,99731,17042,60,116,3086,on-time,1,F,Mombasa,0
34,7850,32820,60,92,6875,early,0,M,Nairobi,1
37,33400,49175,7,52,6790,early,1,M,Nairobi,1
58,16953,22246,60,53,4914,early,1,M,Nyeri,1
29,28535,21561,30,38,9299,early,1,F,Nairobi,1
23,80536,17254,60,104,8896,early,1,M,Nairobi,0
34,80039,35512,14,139,276,late,1,F,Kisumu,1
36,86029,36024,30,22,8928,on-time,0,F,Mombasa,0
43,9055,24996,30,74,6270,on-time,1,F,Eldoret,1
49,43170,29618,30,118,2723,on-time,1,F,Nyeri,1
23,33251,12859,14,38,2878,on-time,1,F,Nyeri,0
53,9532,24580,30,55,3852,early,0,F,Nairobi,1
55,9924,6423,60,109,8952,on-time,1,F,Eldoret,1
28,53037,38857,14,97,4465,late,1,M,Eldoret,1
50,83082,7608,30,146,4440,on-time,1,M,Eldoret,1
41,97115,43485,60,73,4855,on-time,0,F,Nyeri,0
40,76621,5876,60,93,8376,on-time,1,M,Nyeri,0
